"city","county","PACE.start"
"Brookdale","Santa Cruz",NA
"Campbell","Santa Clara",NA
"CAMPBELL","Santa Clara",NA
"san jose","Santa Clara",NA
"San Jose","Santa Clara",NA
"Capitola","Santa Cruz",NA
"Castroville","Monterey",NA
"Cupertino","Santa Clara",NA
"CUPERTINO","Santa Clara",NA
"Davenport","Santa Cruz",NA
"FELTON","Santa Cruz",NA
"Felton","Santa Cruz",NA
"GILROY","Santa Clara",NA
"Santa Clara County","Santa Clara",NA
"Hollister","San Benito",NA
"HOLLISTER","San Benito",NA
"Holliser","San Benito",NA
"Monte Sereno","Santa Clara",NA
"Monte Serano","Santa Clara",NA
"LOS GATOS","Santa Clara",NA
"Monteo Sereno","Santa Clara",NA
"MONTE SERENO","Santa Clara",NA
"Milpitas","Santa Clara",NA
"Morgan hill","Santa Clara",NA
"Morgan Hill","Santa Clara",NA
"MORGAN HILL","Santa Clara",NA
"Mount Hermon","Santa Cruz",NA
"Paicines","San Benito",NA
"San Juan Bautista","San Benito",NA
"San Martin","Santa Clara",NA
"SAN MARTIN","Santa Clara",NA
"Santa Clara","Santa Clara",NA
"SCOTTS VALLEY","Santa Cruz",NA
"Bonny Doon","Santa Cruz",NA
"santa cruz","Santa Cruz",NA
"Scotts Valley","Santa Cruz",NA
"SANTA CRUZ","Santa Cruz",NA
"Santa  Cruz","Santa Cruz",NA
"Saratoga","Santa Clara",NA
"SARATOGA","Santa Clara",NA
"saratoga","Santa Clara",NA
"Soquel","Santa Cruz",NA
"SOQUEL","Santa Cruz",NA
"Tres Pinos","San Benito",NA
"TRES PINOS","San Benito",NA
"WATSONVILLE","Santa Cruz",NA
"Royal Oaks","Santa Cruz",NA
"Corralitos","Santa Cruz",NA
"ROYAL OAKS","Monterey",NA
"SAN JOSE","Santa Clara",NA
"San jose","Santa Clara",NA
"STOCKTON","San Joaquin",NA
"Stockton","San Joaquin",NA
"stockton","San Joaquin",NA
"Morada","San Joaquin",NA
"Stockon","San Joaquin",NA
"Acampo","San Joaquin",NA
"acampo","San Joaquin",NA
"ACAMPO","San Joaquin",NA
"Angels Camp","Calaveras",NA
"ANGELS CAMP","Calaveras",NA
"Arnold","Calaveras",NA
"Burson","Calaveras",NA
"Valley Springs","Calaveras",NA
"VALLEY SPRINGS","Calaveras",NA
"Clements","San Joaquin",NA
"BURSON","San Joaquin",NA
"Copperopolis","Calaveras",NA
"DOUGLAS FLAT","Calaveras",NA
"Murphys","Calaveras",NA
"Farmington","San Joaquin",NA
"French Camp","San Joaquin",NA
"GLENCOE","Calaveras",NA
"Glencoe","Calaveras",NA
"Linden","San Joaquin",NA
"Lockeford","San Joaquin",NA
"Lodi","San Joaquin",NA
"LODI","San Joaquin",NA
"lodi","San Joaquin",NA
"Mokelumne Hill","Calaveras",NA
"MOKELUMNE HILL","Calaveras",NA
"Mountain Ranch","Calaveras",NA
"MURPHYS","Calaveras",NA
"Railroad Flat","Calaveras",NA
"Rail Road Flat","Calaveras",NA
"San Andreas","Calaveras",NA
"Vallecito","Calaveras",NA
"Valley Spgs","Calaveras",NA
"WALLACE","Calaveras",NA
"Wallace","Calaveras",NA
"wallace","Calaveras",NA
"West Point","Calaveras",NA
"Woodbridge","San Joaquin",NA
"WOODBRIDGE","San Joaquin",NA
"Atwater","Merced",NA
"ATWATER","Merced",NA
"atwater","Merced",NA
"Ballico","Merced",NA
"Tracy","San Joaquin",NA
"TRACY","San Joaquin",NA
"Banta","San Joaquin",NA
"Catheys Valley","Mariposa",NA
"Columbia","Tuolumne",NA
"COLUMBIA","Tuolumne",NA
"Coulterville","Mariposa",NA
"Greeley Hill","Mariposa",NA
"Denair","Stanislaus",NA
"El Nido","Merced",NA
"El Portal","Mariposa",NA
"Escalon","San Joaquin",NA
"escalon","San Joaquin",NA
"ESCALON","San Joaquin",NA
"Groveland","Tuolumne",NA
"Groveland, Ca","Tuolumne",NA
"Gustine","Merced",NA
"Jamestown","Tuolumne",NA
"La Grange","Stanislaus",NA
"LA GRANGE","Stanislaus",NA
"Lathrop","San Joaquin",NA
"LATHROP","San Joaquin",NA
"Le Grand","Merced",NA
"Le Grande","Merced",NA
"LE GRAND","Merced",NA
"Livingston","Merced",NA
"Manteca","San Joaquin",NA
"MANTECA","San Joaquin",NA
"Mariposa","Mariposa",NA
"MARIPOSA","Mariposa",NA
"Merced","Merced",NA
"Midpines","Mariposa",NA
"Mi Wuk Village","Tuolumne",NA
"Moccasin","Tuolumne",NA
"Newman","Stanislaus",NA
"Oakdale","Stanislaus",NA
"OAKDALE","Stanislaus",NA
"oakdale","Stanislaus",NA
"Knights Ferry","Stanislaus",NA
"Patterson","Stanislaus",NA
"Planada","Merced",NA
"Ripon","San Joaquin",NA
"Riverbank","Stanislaus",NA
"Snelling","Merced",NA
"SONORA","Tuolumne",NA
"Soulsbyville","Tuolumne",NA
"Stevinson","Merced",NA
"STEVINSON","Merced",NA
"Tuolumne","Tuolumne",NA
"Toulumne","Tuolumne",NA
"Twain Harte","Tuolumne",NA
"Westley","Stanislaus",NA
"Winton","Merced",NA
"WINTON","Merced",NA
"Yosemite National Park","Mariposa",NA
"SANTA ROSA","Sonoma","2009-05-01"
"SAnta Rosa","Sonoma","2009-05-01"
"Santa rosa","Sonoma","2009-05-01"
"santa Rosa","Sonoma","2009-05-01"
"Santa Rosa, Ca","Sonoma","2009-05-01"
"santa rosa","Sonoma","2009-05-01"
"Albion","Mendocino",NA
"albion","Mendocino",NA
"Annapolis","Sonoma","2009-05-01"
"Boonville","Mendocino",NA
"Booneville","Mendocino",NA
"Laytonville","Mendocino",NA
"Ukiah","Mendocino",NA
"UKIAH","Mendocino",NA
"Camp Meeker","Sonoma","2009-05-01"
"Caspar","Mendocino",NA
"Cazadero","Sonoma","2009-05-01"
"Clearlake","Lake",NA
"CLEARLAKE","Lake",NA
"Clearlake Oaks","Lake",NA
"CLEARLAKE OAKS","Lake",NA
"CLOVERDALE","Sonoma","2009-05-01"
"Cobb","Lake",NA
"COBB","Lake",NA
"Covelo","Mendocino",NA
"Dos Rios","Mendocino",NA
"ELK","Mendocino",NA
"Forestville","Sonoma","2009-05-01"
"Forsetville","Sonoma","2009-05-01"
"FORESTVILLE","Sonoma","2009-05-01"
"Fort Bragg","Mendocino",NA
"FORT BRAGG","Mendocino",NA
"Fulton","Sonoma","2009-05-01"
"Geyserville","Sonoma","2009-05-01"
"Glen Ellen","Sonoma","2009-05-01"
"GLEN ELLEN","Sonoma","2009-05-01"
"Glenn Ellen","Sonoma","2009-05-01"
"glen ellen","Sonoma","2009-05-01"
"Graton","Sonoma","2009-05-01"
"Gualala","Mendocino",NA
"The Sea Ranch","Mendocino",NA
"Guerneville","Sonoma","2009-05-01"
"GURENVILLE","Sonoma","2009-05-01"
"Healdsburg","Sonoma","2009-05-01"
"HEALDSBURG","Sonoma","2009-05-01"
"Healsburg","Sonoma","2009-05-01"
"Hopland","Mendocino",NA
"GUALALA","Mendocino",NA
"Jenner","Sonoma","2009-05-01"
"Kelseyville","Lake",NA
"KELSEYVILLE","Lake",NA
"KENWOOD","Sonoma","2009-05-01"
"Lakeport","Lake",NA
"LAKEPORT","Lake",NA
"Little River","Mendocino",NA
"Lower Lake","Lake",NA
"LOWER LAKE","Lake",NA
"Lucerne","Lake",NA
"Manchester","Mendocino",NA
"Mendocino","Mendocino",NA
"MENDOCINO","Mendocino",NA
"Middletown","Lake",NA
"MIDDLETOWN","Lake",NA
"Monte Rio","Sonoma","2009-05-01"
"Navarro","Mendocino",NA
"NAVARRO","Mendocino",NA
"Nice","Lake",NA
"Occidental","Sonoma","2009-05-01"
"Occidenal","Sonoma","2009-05-01"
"OCCIDENTAL","Sonoma","2009-05-01"
"Sebastopol","Sonoma","2009-05-01"
"Philo","Mendocino",NA
"philo","Mendocino",NA
"Hidden Valley Lake","Lake",NA
"HIDDEN VALLEY LAKE","Lake",NA
"Sonoma","Sonoma","2009-05-01"
"Point Arena","Mendocino",NA
"Potter Valley","Mendocino",NA
"Redwood Valley","Mendocino",NA
"SEBASTOPOL","Sonoma","2009-05-01"
"Freestone","Sonoma","2009-05-01"
"Sebastopl","Sonoma","2009-05-01"
"SONOMA","Sonoma","2009-05-01"
"sonoma","Sonoma","2009-05-01"
"Elverono","Sonoma","2009-05-01"
"Stewarts Point","Sonoma","2009-05-01"
"Stewarts Point Rancheria","Sonoma","2009-05-01"
"Upper Lake","Lake",NA
"Villa Grande","Sonoma","2009-05-01"
"Westport","Mendocino",NA
"Willits","Mendocino",NA
"WILLITS","Mendocino",NA
"Windsor","Sonoma","2009-05-01"
"WINDSOR","Sonoma","2009-05-01"
"Yorkville","Mendocino",NA
"Sea Ranch","Mendocino",NA
"Eureka","Humboldt",NA
"Arcata","Humboldt",NA
"ARCATA","Humboldt",NA
"McKinleyville","Humboldt",NA
"McKinnleyville","Humboldt",NA
"Mckinleyville","Humboldt",NA
"bayside","Humboldt",NA
"Bayside","Humboldt",NA
"Blue Lake","Humboldt",NA
"Mad River","Humboldt",NA
"Bridgeville","Humboldt",NA
"Burnt Ranch","Trinity",NA
"Ferndale","Humboldt",NA
"Fortuna","Humboldt",NA
"FORTUNA","Humboldt",NA
"Garberville","Humboldt",NA
"GARBERVILLE","Humboldt",NA
"Weitchpec","Humboldt",NA
"Hydesville","Humboldt",NA
"Kneeland","Humboldt",NA
"Loleta","Humboldt",NA
"Miranda","Humboldt",NA
"Orleans","Humboldt",NA
"Petrolia","Humboldt",NA
"Redway","Humboldt",NA
"Rio Dell","Humboldt",NA
"Scotia","Humboldt",NA
"Trinidad","Humboldt",NA
"Trinadad","Humboldt",NA
"Trinaidad","Humboldt",NA
"TRINIDAD","Humboldt",NA
"Willow Creek","Humboldt",NA
"Whitethorn","Humboldt",NA
"Amador City","Amador",NA
"Auburn","Placer",NA
"AUBURN","Placer",NA
"West Sacramento","Yolo",NA
"WEST SACRAMENTO","Yolo",NA
"Brooks","Yolo",NA
"Capay","Yolo",NA
"Esparto","Yolo",NA
"WEST POINT","Sacramento",NA
"Clarksburg","Yolo",NA
"CLARKSBURG","Yolo",NA
"Coloma","El Dorado",NA
"Cool","El Dorado",NA
"Davis","Yolo",NA
"DAVIS","Yolo",NA
"davis","Yolo",NA
"El Macero","Yolo",NA
"EL DORADO HILLS","El Dorado",NA
"Diamond Springs","El Dorado",NA
"DIAMOND SPRINGS","El Dorado",NA
"DIXON","Solano",NA
"Dixon","Solano",NA
"El Dorado","El Dorado",NA
"EL DORADO","El Dorado",NA
"Elverta","Sacramento",NA
"ELVERTA","Sacramento",NA
"ESPARTO","Yolo",NA
"Fiddletown","Amador",NA
"FIDDLETOWN","Amador",NA
"Foresthill","Placer",NA
"FORESTHILL","Placer",NA
"Galt","Sacramento",NA
"Garden Valley","El Dorado",NA
"Georgetown","El Dorado",NA
"GEORGETOWN","El Dorado",NA
"Greenwood","El Dorado",NA
"GREENWOOD","El Dorado",NA
"Grizzly Flats","El Dorado",NA
"Guinda","Yolo",NA
"Ione","Amador",NA
"IONE","Amador",NA
"Camanche Lake","Amador",NA
"ISLETON","Sacramento",NA
"Isleton","Sacramento",NA
"Jackson","Amador",NA
"JACKSON","Amador",NA
"Knights Landing","Yolo",NA
"Lincoln","Placer",NA
"LINCOLN","Placer",NA
"LincolN","Placer",NA
"lincoln","Placer",NA
"LOOMIS","Placer",NA
"Loomis","Placer",NA
"LOOMIS,","Placer",NA
"Lomis","Placer",NA
"loomis","Placer",NA
"Lotus","El Dorado",NA
"LOTUS","El Dorado",NA
"Madison","Yolo",NA
"MADISON","Yolo",NA
"Mount Aukum","El Dorado",NA
"Mt. Aukum","El Dorado",NA
"Newcastle","Placer",NA
"NewCastle","Placer",NA
"NEWCASTLE","Placer",NA
"New Castle","Placer",NA
"NEwcastle","Placer",NA
"Trowbridge","Sutter",NA
"Nicolaus","Sutter",NA
"East Nicolaus","Sutter",NA
"Roseville","Placer",NA
"Penryn","Placer",NA
"Pemryn","Placer",NA
"PENRYN","Placer",NA
"Pilot Hill","El Dorado",NA
"Pine Grove","Amador",NA
"Pinegrove","Shasta",NA
"PINE GROVE","Amador",NA
"PIONEER","Amador",NA
"Pioneer","Amador",NA
"Placerville","El Dorado",NA
"PLACERVILLE","El Dorado",NA
"Kelsey","El Dorado",NA
"Pleasant Grove","Sutter",NA
"Plymouth","Amador",NA
"PLYMOUTH","Amador",NA
"Rescue","El Dorado",NA
"RESCUE","El Dorado",NA
"El Dorado Hills","El Dorado",NA
"Rio Oso","Sutter",NA
"Rocklin","Placer",NA
"ROCKLIN","Placer",NA
"Rumsey","Yolo",NA
"Sheridan","Sonoma","2009-05-01"
"Shingle Springs","El Dorado",NA
"Cameron Park","El Dorado",NA
"SHINGLE SPRINGS","El Dorado",NA
"Shingle Spgs","El Dorado",NA
"CAMERON PARK","El Dorado",NA
"Shingle  Springs","El Dorado",NA
"Somerset","El Dorado",NA
"SOMERSET","El Dorado",NA
"Sutter Creek","Amador",NA
"Vacaville","Solano",NA
"VACAVILLE","Solano",NA
"Vacaville CA","Solano",NA
"Volcano","Amador",NA
"Walnut Grove","Sacramento",NA
"Wheatland","Yuba",NA
"WHEATLAND","Yuba",NA
"Winters","Yolo",NA
"WINTERS","Yolo",NA
"Woodland","Yolo",NA
"WOODLAND","Yolo",NA
"woodland","Yolo",NA
"Yolo","Yolo",NA
"Zamora","Yolo",NA
"Drytown","Amador",NA
"Alta","Placer",NA
"Applegate","Placer",NA
"Camino","El Dorado",NA
"Colfax","Placer",NA
"Eden Valley","Placer",NA
"COLFAX","Placer",NA
"DUTCH FLAT","Placer",NA
"Dutch Flat","Placer",NA
"Gold Run","Placer",NA
"Meadow Vista","Placer",NA
"MEADOWVISTA","Placer",NA
"Pollock Pines","El Dorado",NA
"Granite Bay","Placer",NA
"GRANITE BAY","Placer",NA
"ROSEVILLE","Placer",NA
"granite bay","Placer",NA
"Granite bay","Placer",NA
"el dorado hills","El Dorado",NA
"El Dorado HIlls","El Dorado",NA
"rocklin","Placer",NA
"Marysville","Yuba",NA
"MARYSVILLE","Yuba",NA
"Loma Rica","Yuba",NA
"ARBUCKLE","Colusa",NA
"Arbuckle","Colusa",NA
"College City","Colusa",NA
"Grass Valley","Nevada",NA
"Artois","Glenn",NA
"Bangor","Butte",NA
"BANGOR","Butte",NA
"Oroville","Plumas",NA
"OROVILLE","Butte",NA
"Berry Creek","Butte",NA
"BERRY CREEK","Butte",NA
"Biggs","Butte",NA
"BIGGS","Butte",NA
"Browns Valley","Yuba",NA
"browns valley","Yuba",NA
"BROWNS VALLEY","Yuba",NA
"Brownsville","Yuba",NA
"Butte City","Glenn",NA
"CAMPTONVILLE","Yuba",NA
"CHICO","Butte",NA
"Colusa","Colusa",NA
"colusa","Colusa",NA
"Crescent Mills","Plumas",NA
"Dobbins","Yuba",NA
"Downieville","Sierra",NA
"Dunnigan","Yolo",NA
"Durham","Butte",NA
"DURHAM","Butte",NA
"durham","Butte",NA
"Elk Creek","Glenn",NA
"Forest Ranch","Butte",NA
"FOREST RANCH","Butte",NA
"Glenn","Glenn",NA
"GLENN","Glenn",NA
"GRASS VALLEY","Nevada",NA
"Grass valley","Nevada",NA
"Penn Valley","Nevada",NA
"PENN VALLEY","Nevada",NA
"Greenville","Plumas",NA
"Gridley","Butte",NA
"GRIDLEY","Butte",NA
"Grimes","Colusa",NA
"Hamilton City","Glenn",NA
"HAMILTON CITY","Glenn",NA
"Live Oak","Sutter",NA
"Magalia","Butte",NA
"Maxwell","Colusa",NA
"Meadow Valley","Plumas",NA
"Meridian","Sutter",NA
"Nelson","Butte",NA
"Nevada City","Nevada",NA
"NEVADA CITY","Nevada",NA
"North San Juan","Nevada",NA
"Olivehurst","Yuba",NA
"PLUMAS LAKE","Yuba",NA
"Plumas Lake","Yuba",NA
"Oregon House","Yuba",NA
"OREGON HOUSE","Yuba",NA
"Orland","Glenn",NA
"ORLAND","Glenn",NA
"Yankee Hill","Butte",NA
"BUTTE VALLEY","Butte",NA
"Paradise","Butte",NA
"PARADISE","Butte",NA
"Palermo","Butte",NA
"Princeton","Colusa",NA
"Quincy","Plumas",NA
"quincy","Plumas",NA
"chico","Butte",NA
"Cohasset","Butte",NA
"Richvale","Butte",NA
"Rough and Ready","Nevada",NA
"Rough And Ready","Nevada",NA
"Smartville","Nevada",NA
"Big Oak Valley","Nevada",NA
"SMARTVILLE","Nevada",NA
"Smartsville","Nevada",NA
"Sutter","Sutter",NA
"Taylorsville","Plumas",NA
"Twain","Plumas",NA
"Williams","Colusa",NA
"Willows","Glenn",NA
"WILLOWS","Glenn",NA
"Yuba City","Sutter",NA
"YUBA CITY","Sutter",NA
"Redding","Shasta",NA
"REDDING","Shasta",NA
"Anderson","Shasta",NA
"ANDERSON","Shasta",NA
"Bella Vista","Shasta",NA
"Burney","Shasta",NA
"Cassel","Shasta",NA
"Shasta Lake","Shasta",NA
"CORNING","Tehama",NA
"Corning","Tehama",NA
"Cottonwood","Shasta",NA
"COTTONWOOD","Shasta",NA
"Fall River Mills","Shasta",NA
"FALL RIVER MILLS","Shasta",NA
"Flournoy","Tehama",NA
"Gerber","Tehama",NA
"Hat Creek","Shasta",NA
"Igo","Shasta",NA
"IGO","Shasta",NA
"Lakehead","Shasta",NA
"Los Molinos","Tehama",NA
"McArthur","Lassen",NA
"MANTON","Tehama",NA
"Manton","Tehama",NA
"Millville","Shasta",NA
"millville","Shasta",NA
"Montgomery Creek","Shasta",NA
"Oak Run","Shasta",NA
"Palo Cedro","Shasta",NA
"PALO CEDRO","Shasta",NA
"Palo Cedero","Shasta",NA
"Paskenta","Tehama",NA
"Platina","Shasta",NA
"Proberta","Tehama",NA
"Red Bluff","Tehama",NA
"RED BLUFF","Tehama",NA
"Red Bluff`","Tehama",NA
"Shasta","Shasta",NA
"Shingletown","Shasta",NA
"Vina","Tehama",NA
"VINA","Tehama",NA
"Whitmore","Shasta",NA
"whitmore","Shasta",NA
"Westwood","Lassen",NA
"Lake Almanor","Lassen",NA
"LAKE ALMANOR","Lassen",NA
"Los Angeles","Los Angeles",NA
"West Hollywood","Los Angeles",NA
"Commerce","Los Angeles",NA
"LOS ANGELES","Los Angeles",NA
"Culver City","Los Angeles",NA
"Bell","Los Angeles",NA
"Beverly Hills","Los Angeles",NA
"Bevery Hills","Los Angeles",NA
"Compton","Los Angeles",NA
"COMPTON","Los Angeles",NA
"Rosewood","Los Angeles",NA
"CULVER CITY","Los Angeles",NA
"Culver city","Los Angeles",NA
"DOWNEY","Los Angeles",NA
"El Segundo","Los Angeles",NA
"el segundo","Los Angeles",NA
"EL SEGUNDO","Los Angeles",NA
"Gardena","Los Angeles",NA
"Hawthorne","Los Angeles",NA
"HAWTHORNE","Los Angeles",NA
"Hermosa Beach","Los Angeles",NA
"HERMOSA BEACH","Los Angeles",NA
"Huntington Park","Los Angeles",NA
"Walnut Park","Los Angeles",NA
"Lawndale","Los Angeles",NA
"Lynnwood","Los Angeles",NA
"Lynwood","Los Angeles",NA
"Malibu","Los Angeles",NA
"malibu","Los Angeles",NA
"Manhattan Beach","Los Angeles",NA
"Manhattan Bch","Los Angeles",NA
"manhattan beach","Los Angeles",NA
"MANHATTAN BEACH","Los Angeles",NA
"MANHATTAN Beach","Los Angeles",NA
"Manhattan Beach, CA","Los Angeles",NA
"Manhattan beach","Los Angeles",NA
"Palos Verdes Peninsula","Los Angeles",NA
"Rolling Hills Estates","Los Angeles",NA
"Rolling Hills","Los Angeles",NA
"Palos Verdes Estates","Los Angeles",NA
"rolling hills estates","Los Angeles",NA
"Palos Verdes","Los Angeles",NA
"ROLLING HILLS","Los Angeles",NA
"Rolling hills Estates","Los Angeles",NA
"PALOS VERDES ESTATES","Los Angeles",NA
"Ranco Palos Verdes","Los Angeles",NA
"PALO VERDE ESTATE","Orange",NA
"Rolling Hills Estate","Los Angeles",NA
"Rolling Hils","Los Angeles",NA
"Rancho Palos Verde","Los Angeles",NA
"RANCHO PALOS VERDES","Los Angeles",NA
"RANCHO PALOS VERDE","Los Angeles",NA
"Rancho Palos verdes","Los Angeles",NA
"rancho Palos Verdes","Los Angeles",NA
"Ranchos Palos Verdes","Los Angeles",NA
"Rancho  Palos Verdes","Los Angeles",NA
"Rancho Palo Verdes","Los Angeles",NA
"Redondo Beach","Los Angeles",NA
"REDONDO BEACH","Los Angeles",NA
"South Gate","Los Angeles",NA
"Topanga","Los Angeles",NA
"TOPANGA","Los Angeles",NA
"Inglewood","Los Angeles",NA
"INGLEWOOD","Los Angeles",NA
"inglewood","Los Angeles",NA
"lennox","Los Angeles",NA
"Santa Monica","Los Angeles",NA
"Santa Moncia","Los Angeles",NA
"SANTA MONICA","Los Angeles",NA
"santa monica","Los Angeles",NA
"Torrance","Los Angeles",NA
"torrance","Los Angeles",NA
"TORRANCE","Los Angeles",NA
"Whittier","Los Angeles",NA
"WHITTIER","Los Angeles",NA
"whittier","Los Angeles",NA
"Whitter","Los Angeles",NA
"Buena Park","Orange",NA
"BUENA PARK","Orange",NA
"La Palma","Orange",NA
"LA PALMA","Orange",NA
"CYPRESS","Orange",NA
"Cypress","Orange",NA
"La Habra","Orange",NA
"La Habra Heights","Orange",NA
"LA HABRA","Orange",NA
"La habra","Orange",NA
"La Habra heights","Orange",NA
"La Mirada","Los Angeles",NA
"LA MIRADA","Los Angeles",NA
"La mirada","Los Angeles",NA
"Montebello","Los Angeles",NA
"Norwalk","Los Angeles",NA
"NORWALK","Los Angeles",NA
"PICO RIVERA","Los Angeles",NA
"Pico Riveria","Los Angeles",NA
"Pico Rivera","Los Angeles",NA
"pico rivera","Los Angeles",NA
"Santa Fe Springs","Los Angeles",NA
"Sana Fe Springs","Los Angeles",NA
"Stanton","Orange",NA
"STANTON","Orange",NA
"Cerritos","Los Angeles",NA
"Artesia","Los Angeles",NA
"CERRITOS","Los Angeles",NA
"Avalon","Orange",NA
"Bellflower","Los Angeles",NA
"BELLFLOWER","Los Angeles",NA
"bellflower","Los Angeles",NA
"Harbor City","Los Angeles",NA
"Lakewood","Los Angeles",NA
"LAKEWOOD","Los Angeles",NA
"Hawaiian Gardens","Los Angeles",NA
