"city","county","PACE.start"
"LOMITA","Los Angeles",NA
"Lomita","Los Angeles",NA
"LOS ALAMITOS","Orange",NA
"Los Alamitos","Orange",NA
"Rossmoor","Orange",NA
"los alamitos","Orange",NA
"Los alamitos","Orange",NA
"Paramount","Los Angeles",NA
"San Pedro","Los Angeles",NA
"Seal Beach","Orange",NA
"SEAL BEACH","Orange",NA
"seal beach","Orange",NA
"Seal beach","Orange",NA
"Sunset Beach","Orange",NA
"Surfside","Orange",NA
"Carson","Los Angeles",NA
"Long Beach","Los Angeles",NA
"CARSON","Los Angeles",NA
"carson","Los Angeles",NA
"Signal Hill","Los Angeles",NA
"signal hill","Los Angeles",NA
"LONG BEACH","Los Angeles",NA
"Long beach","Los Angeles",NA
"long beach","Los Angeles",NA
"Altadena","Los Angeles",NA
"ALTADENA","Los Angeles",NA
"AltaDena","Los Angeles",NA
"Alta Dena","Los Angeles",NA
"altadena","Los Angeles",NA
"Arcadia","Los Angeles",NA
"ARCADIA","Los Angeles",NA
"Arcaida","Los Angeles",NA
"arcadia","Los Angeles",NA
"Duarte","Los Angeles",NA
"Bradbury","Los Angeles",NA
"DUARTE","Los Angeles",NA
"Irwindale","Los Angeles",NA
"La Canada","Los Angeles",NA
"La Canada Flintridge","Los Angeles",NA
"LA CANADA","Los Angeles",NA
"Flintridge","Los Angeles",NA
"la Canada","Los Angeles",NA
"LA Canada","Los Angeles",NA
"Monrovia","Los Angeles",NA
"monrovia","Los Angeles",NA
"MONROVIA","Los Angeles",NA
"Montrose","Los Angeles",NA
"Sierra Madre","Los Angeles",NA
"South Pasadena","Los Angeles",NA
"SOUTH PASADENA","Los Angeles",NA
"Pasadena","Los Angeles",NA
"S. Pasadena","Los Angeles",NA
"PASADENA","Los Angeles",NA
"San Marino","Los Angeles",NA
"SAN MARINO","Los Angeles",NA
"san marino","Los Angeles",NA
"La Crescenta","Los Angeles",NA
"LA CRESCENTA","Los Angeles",NA
"La Cresenta","Los Angeles",NA
"LA Crescenta","Los Angeles",NA
"Agoura Hills","Los Angeles",NA
"Calabasas","Los Angeles",NA
"AGOURA HILLS","Los Angeles",NA
"Agoura","Los Angeles",NA
"Agora Hills","Los Angeles",NA
"AGOURA","Los Angeles",NA
"CALABASAS","Los Angeles",NA
"Hidden Hills","Los Angeles",NA
"Calbasas","Los Angeles",NA
"Calabasas,","Los Angeles",NA
"hidden Hills","Los Angeles",NA
"CALBASAS","Los Angeles",NA
"Calabassas","Los Angeles",NA
"Calabasis","Los Angeles",NA
"Monte Nido","Los Angeles",NA
"Canoga Park","Los Angeles",NA
"Bell Canyon","Los Angeles",NA
"West Hills","Los Angeles",NA
"Castaic","Los Angeles",NA
"Santa Clarita","Los Angeles",NA
"Chatsworth","Los Angeles",NA
"Newbury Park","Ventura",NA
"Thousand Oaks","Ventura",NA
"NewBury Park","Ventura",NA
"NEWBURY PARK","Ventura",NA
"THOUSAND OAKS","Ventura",NA
"Newhall","Los Angeles",NA
"SANTA CLARITA","Los Angeles",NA
"San Fernando","Los Angeles",NA
"Sylmar","Los Angeles",NA
"Kagel Canyon","Los Angeles",NA
"Saugus","Los Angeles",NA
"Agua Dulce","Los Angeles",NA
"AGUA DULCE","Los Angeles",NA
"SAUGUS","Los Angeles",NA
"Canyon Country","Los Angeles",NA
"CANYON COUNTRY","Los Angeles",NA
"Canyon Cntry","Los Angeles",NA
"Valencia","Los Angeles",NA
"VALENCIA","Los Angeles",NA
"Thousand oaks","Ventura",NA
"Westlake Village","Ventura",NA
"WESTLAKE VILLAGE","Ventura",NA
"West Lake Village","Ventura",NA
"Thousand Oak","Ventura",NA
"Westlake Vlg","Ventura",NA
"Lake Sherwood","Ventura",NA
"Westlake City","Ventura",NA
"1000 OAKS","Ventura",NA
"Woodland Hills","Los Angeles",NA
"Oak Park","Los Angeles",NA
"OAK PARK","Los Angeles",NA
"Stevenson Ranch","Los Angeles",NA
"STEVENSON RANCH","Los Angeles",NA
"castaic","Los Angeles",NA
"CASTAIC","Los Angeles",NA
"Canyon country","Los Angeles",NA
"Aqua Dulce","Los Angeles",NA
"Green Valley","Los Angeles",NA
"Sherman Oaks","Los Angeles",NA
"Alta Loma","San Bernardino",NA
"RANCHO CUCAMONGA","San Bernardino",NA
"Rancho Cucamonga","San Bernardino",NA
"ALTA LOMA","San Bernardino",NA
"altaloma","San Bernardino",NA
"Altaloma","San Bernardino",NA
"Rancho Cuc","San Bernardino",NA
"Azusa","Los Angeles",NA
"AZUSA","Los Angeles",NA
"Baldwin Park","Los Angeles",NA
"Chino","San Bernardino",NA
"Chino Hills","San Bernardino",NA
"CHINO HILLS","San Bernardino",NA
"Chino hills","San Bernardino",NA
"Chino HIlls","San Bernardino",NA
"CHino Hills","San Bernardino",NA
"CHINO","San Bernardino",NA
"chino","San Bernardino",NA
"Claremont","Los Angeles",NA
"CLAREMONT","Los Angeles",NA
"claremont","Los Angeles",NA
"Clarmont","Los Angeles",NA
"City of Industry","Los Angeles",NA
"COVINA","Los Angeles",NA
"Covina","Los Angeles",NA
"rancho cucamonga","San Bernardino",NA
"El Monte","Los Angeles",NA
"EL MONTE","Los Angeles",NA
"S El Monte","Los Angeles",NA
"South El Monte","Los Angeles",NA
"Etiwanda","San Bernardino",NA
"ETIWANDA","San Bernardino",NA
"etiwanda","San Bernardino",NA
"Glendora","Los Angeles",NA
"GLENDORA","Los Angeles",NA
"glendora","Los Angeles",NA
"LA PUENTE","Los Angeles",NA
"La Puente","Los Angeles",NA
"Valinda","Los Angeles",NA
"Hacienda Heights","Los Angeles",NA
"HACIENDA HEIGHTS","Los Angeles",NA
"Hacienda Hts","Los Angeles",NA
"Hacieneda Heights","Los Angeles",NA
"hacienda heights","Los Angeles",NA
"Hacienda Hights","Los Angeles",NA
"Hacienda heights","Los Angeles",NA
"Rowland Heights","Los Angeles",NA
"ROWLAND HEIGHTS","Los Angeles",NA
"LA VERNE","Los Angeles",NA
"La Verne","Los Angeles",NA
"La-Verne","Los Angeles",NA
"La verne","Los Angeles",NA
"LaVerne","Los Angeles",NA
"Mira Loma","Riverside",NA
"Mira loma","Riverside",NA
"MIRA LOMA","Riverside",NA
"MiraLoma","San Bernardino",NA
"Monterey Park","Los Angeles",NA
"Monterrey Park","Los Angeles",NA
"MONTEREY PARK","Los Angeles",NA
"monterey park","Los Angeles",NA
"Mt Baldy","Los Angeles",NA
"Ontario","San Bernardino",NA
"ONTARIO","San Bernardino",NA
"ontario","San Bernardino",NA
"MONTCLAIR","San Bernardino",NA
"Montclair","San Bernardino",NA
"Diamond Bar","Los Angeles",NA
"Diamond bar","Los Angeles",NA
"DIAMOND BAR","Los Angeles",NA
"Pomona","Los Angeles",NA
"diamond bar","Los Angeles",NA
"POMONA","Los Angeles",NA
"Walnut","Los Angeles",NA
"Phillips Ranch","Los Angeles",NA
"Rosemead","Los Angeles",NA
"ROSEMEAD","Los Angeles",NA
"San Dimas","Los Angeles",NA
"SAN DIMAS","Los Angeles",NA
"San dimas","Los Angeles",NA
"San Gabriel","Los Angeles",NA
"Temple City","Los Angeles",NA
"TEMPLE CITY","Los Angeles",NA
"Upland","San Bernardino",NA
"UPLAND","San Bernardino",NA
"WALNUT","Los Angeles",NA
"walnut","Los Angeles",NA
"West Covina","Los Angeles",NA
"WEST COVINA","Los Angeles",NA
"Alhambra","Los Angeles",NA
"ALHAMBRA","Los Angeles",NA
"Indian Wells","Riverside",NA
"Palm Desert","Riverside","2008-08-01"
"Indian wells","Riverside",NA
"INDIAN WELLS","Riverside",NA
"PALM DESERT","Riverside",NA
"Palm desert","Riverside",NA
"Banning","Riverside",NA
"Beaumont","Riverside",NA
"Cherry Valley","Riverside",NA
"BEAUMONT","Riverside",NA
"CHERRY VALLEY","Riverside",NA
"Blythe","Riverside",NA
"BLYTHE","Riverside",NA
"blythe","Riverside",NA
"Cathedral City","Riverside",NA
"CATHEDRAL CITY","Riverside",NA
"Desert Hot Springs","Riverside",NA
"DESERT HOT SPRINGS","Riverside",NA
"Joshua Tree","San Bernardino",NA
"JOSHUA TREE","San Bernardino",NA
"Joshua Tre","San Bernardino",NA
"Morongo Valley","San Bernardino",NA
"Morongo valley","San Bernardino",NA
"palm desert","Riverside",NA
"Palm Springs","Riverside",NA
"PALM SPRINGS","Riverside",NA
"Palm Springs,","Riverside",NA
"Palm Spring","Riverside",NA
"palm springs","Riverside",NA
"palm Springs","Riverside",NA
"Palm Spings","Riverside",NA
"Palmspring","Riverside",NA
"Palo Verde","Imperial",NA
"Pioneertown","San Bernardino",NA
"Rancho Mirage","Riverside",NA
"RANCHO MIRAGE","Riverside",NA
"29 Palms","San Bernardino",NA
"Twentynine Palms","San Bernardino",NA
"twentynine palms","San Bernardino",NA
"29 PALMS","San Bernardino",NA
"29 palms","San Bernardino",NA
"Whitewater","Riverside",NA
"White Water","Riverside",NA
"Yucca Valley","San Bernardino",NA
"Yacca Valley","San Bernardino",NA
"YUCCA VALLEY","San Bernardino",NA
"Landers","San Bernardino",NA
"Adelanto","San Bernardino",NA
"Angelus Oaks","San Bernardino",NA
"Apple Valley","San Bernardino",NA
"APPLE VALLEY","San Bernardino",NA
"Barstow","San Bernardino",NA
"BARSTOW","San Bernardino",NA
"Grand Terrace","San Bernardino",NA
"GRAND TERRACE","San Bernardino",NA
"Big Bear City","San Bernardino",NA
"Bloomington","San Bernardino",NA
"BLOOMINGTON","San Bernardino",NA
"Blue Jay","San Bernardino",NA
"Calimesa","Riverside",NA
"CALIMESA","Riverside",NA
"Colton","San Bernardino",NA
"COLTON","San Bernardino",NA
"Crestline","San Bernardino",NA
"Death Valley","Inyo",NA
"Phelan","San Bernardino",NA
"Fontana","San Bernardino",NA
"FONTANA","San Bernardino",NA
"Newberry Springs","San Bernardino",NA
"Hesperia","San Bernardino",NA
"HESPERIA","San Bernardino",NA
"Green Valley Lake","San Bernardino",NA
"Helendale","San Bernardino",NA
"HELENDALE","San Bernardino",NA
"Silver Lakes","San Bernardino",NA
"Heneldale","San Bernardino",NA
"Oak Hills","San Bernardino",NA
"Oakhills","San Bernardino",NA
"OAK HILLS","San Bernardino",NA
"Highland","San Bernardino",NA
"HIGHLAND","San Bernardino",NA
"highland","San Bernardino",NA
"Hinkley","San Bernardino",NA
"Loma Linda","San Bernardino",NA
"Lake Arrowhead","San Bernardino",NA
"LOMA LINDA","San Bernardino",NA
"Loma linda","San Bernardino",NA
"Lucerne Valley","San Bernardino",NA
"LUCERNE VALLEY","San Bernardino",NA
"Lytle Creek","San Bernardino",NA
"Mentone","San Bernardino",NA
"MENTONE","San Bernardino",NA
"havasulk","Orange",NA
"Nipton","San Bernardino",NA
"Baker","San Bernardino",NA
"Oro Grande","San Bernardino",NA
"PHELAN","San Bernardino",NA
"West Cajon Valley","San Bernardino",NA
"Pinon Hills","San Bernardino",NA
"Pinion Hills","Orange",NA
"Redlands","San Bernardino",NA
"Corona","Riverside",NA
"REDLANDS","San Bernardino",NA
"redlands","San Bernardino",NA
"Rialto","San Bernardino",NA
"RIALTO","San Bernardino",NA
"Riallto","San Bernardino",NA
"Running Springs","San Bernardino",NA
"Twin Peaks","San Bernardino",NA
"Victorville","San Bernardino",NA
"VICTORVILLE","San Bernardino",NA
"victorville","San Bernardino",NA
"Wrightwood","San Bernardino",NA
"WRIGHTWOOD","San Bernardino",NA
"Yermo","San Bernardino",NA
"Yucaipa","San Bernardino","2009-07-01"
"yucaipa","San Bernardino",NA
"YUCAIPA","San Bernardino",NA
"Yucaipa, CA","San Bernardino",NA
"San Bernardino","San Bernardino",NA
"SAN BERNARDINO","San Bernardino",NA
"SAN BERNANDINO","San Bernardino",NA
"Riverside","Riverside",NA
"riverside","Riverside",NA
"RIVERSIDE","Riverside",NA
"Rubidoux","Riverside",NA
"LAKE ELSINORE","Riverside",NA
"Lake Elsinore","Riverside",NA
"lake Elsinore","Riverside",NA
"ELSINORE","Riverside",NA
"Elsinore","Riverside",NA
"Aguanga","Riverside",NA
"Hemet","Riverside",NA
"HEMET","Riverside",NA
"hemet","Riverside",NA
"Homeland","Riverside",NA
"HOMELAND","Riverside",NA
"Idyllwild","Riverside",NA
"Moreno Valley","Riverside",NA
"MORENO VALLEY","Riverside",NA
"Moreno","Riverside",NA
"Moreno valley","Riverside",NA
"Summit","Riverside",NA
"Mountain Center","Riverside",NA
"MURRIETA","Riverside",NA
"Murietta","Tulare",NA
"murrieta","Riverside",NA
"Murrietta","Riverside",NA
"Nuevo","Riverside",NA
"NUEVO","Riverside",NA
"Lakeview","Riverside",NA
"Perris","Riverside",NA
"PERRIS","Riverside",NA
"San Jacinto","Riverside",NA
"SAN JACINTO","Riverside",NA
"Menifee","Riverside",NA
"MENIFEE","Riverside",NA
"SUN CITY","Riverside",NA
"Sun City","Riverside",NA
"Menifee Ca 92584","Riverside",NA
"Wildomar","Riverside",NA
"menifee","Riverside",NA
"Romoland","Riverside",NA
"Canyon Lake","Riverside",NA
"CANYON LAKE","Riverside",NA
"Quail Valley","Riverside",NA
"QUAIL VALLEY","Riverside",NA
"Temecula","Riverside",NA
"TEMECULA","Riverside",NA
"temecula","Riverside",NA
"Rancho California","Riverside",NA
"WILDOMAR","Riverside",NA
"Wildmar","San Bernardino",NA
"Winchester","Riverside",NA
"WINCHESTER","Riverside",NA
"Winchter","Riverside",NA
"Irvine","Orange",NA
"IRVINE","Orange",NA
"irvine","Orange",NA
"Huntington Beach","Orange",NA
"HUNTINGTON BEACH","Orange",NA
"Santa Ana","Orange",NA
"Lake Forest","Orange",NA
"lake Forest","Orange",NA
"Foothill Ranch","Orange",NA
"Foothill Rnch","Orange",NA
"Corona Del Mar","Orange",NA
"CORONA DEL MAR","Orange",NA
"Corona del Mar","Orange",NA
"corona del mar","Orange",NA
"Costa Mesa","Orange",NA
"COSTA MESA","Orange",NA
"costa mesa","Orange",NA
"costa Mesa","Orange",NA
"Costa mesa","Orange",NA
"LAKE FOREST","Orange",NA
"Lake forest","Orange",NA
"El Toro","Orange",NA
"Laguna Woods","Orange",NA
"Laguna woods","Orange",NA
"Huntingtn Bch","Orange",NA
"Huntington","Orange",NA
"Huntington beach","Orange",NA
"huntington Beach","Orange",NA
"Huntigton Beach","Orange",NA
"huntington beach","Orange",NA
"Hunington Beach","Orange",NA
"hutington beach","Orange",NA
"LAGUNA BEACH","Orange",NA
"laguna beach","Orange",NA
"Midway City","Orange",NA
"ALISO VIEJO","Orange",NA
"Newport Coast","Orange",NA
"Newport Beach","Orange",NA
"NEWPORT BEACH","Orange",NA
"NewPort Beach","Orange",NA
"newport Beach","Orange",NA
"Newport beach","Orange",NA
"newport beach","Orange",NA
"New Port Beach","Orange",NA
"Silverado","Orange",NA
"SILVERADO","Orange",NA
"Laguna niguel","Orange",NA
"TRABUCO CANYON","Orange",NA
"Trabucco Canyon","Orange",NA
"Robinson Ranch","Orange",NA
"Trabuco","Orange",NA
"trabuco Canyon","Orange",NA
"Trabuco Cyn","Orange",NA
"coto de caza","Orange",NA
"TRABUCO CYN","Orange",NA
"ROBINSON RANCH","Orange",NA
"Portola Hills","Orange",NA
"Westminster","Orange",NA
"Westminister","Orange",NA
"WESTMINSTER","Orange",NA
"westminster","Orange",NA
"Mission viejo","Orange",NA
"SANTA ANA","Orange",NA
"santa ana","Orange",NA
"Santa Ana,","Orange",NA
"North Tustin","Orange",NA
"Cowan Heights","Orange",NA
"Tustin","Orange",NA
"Santa Ana, CA","Orange",NA
"FOUNTAIN VALLEY","Orange",NA
"Fountain Valley","Orange",NA
"fountain valley","Orange",NA
"Fountain valley","Orange",NA
"TUSTIN","Orange",NA
"tustin","Orange",NA
"Anaheim","Orange",NA
"ANAHEIM","Orange",NA
"Brea","Orange",NA
"BREA","Orange",NA
"Fullerton","Orange",NA
"FULLERTON","Orange",NA
"fullerton","Orange",NA
"GARDEN GROVE","Orange",NA
"Garden grove","Orange",NA
"Orange","Orange",NA
"ORANGE","Orange",NA
"Norco","Riverside",NA
"NORCO","Riverside",NA
"Norco,","Riverside",NA
"norco","Riverside",NA
"Villa Park","Orange",NA
"Villa PArk","Orange",NA
"VILLA PARK","Orange",NA
"villa park","Orange",NA
"Placentia","Orange",NA
"PlacentiA","Orange",NA
"PLACENTIA","Orange",NA
"CORONA","Riverside",NA
"EASTVALE","Riverside",NA
"corona","Riverside",NA
"Yorba Linda","Orange",NA
"YORBA LINDA","Orange",NA
"yorba linda","Orange",NA
"Yorba linda","Orange",NA
"yorba Linda","Orange",NA
"Ventura","Ventura",NA
"VENTURA","Ventura",NA
"Venture","Ventura",NA
"Camarillo","Ventura",NA
"camarillo","Ventura",NA
"CAMARILLO","Ventura",NA
"SANTA ROSA VALLEY","Ventura",NA
"Santa Rosa Valley","Ventura",NA
"Moorpark","Ventura",NA
"Carpinteria","Santa Barbara",NA
"CARPENTERIA","Ventura",NA
"Fillmore","Ventura",NA
"Filmore","Ventura",NA
"MOORPARK","Ventura",NA
"Moonpark","Ventura",NA
"MoorPark","Ventura",NA
"Oak View","Ventura",NA
"Ojai","Ventura",NA
"OJAI","Ventura",NA
"ojai","Ventura",NA
"Oxnard","Ventura",NA
"OXNARD","Ventura",NA
"Piru","Ventura",NA
"Port Hueneme","Ventura",NA
"SANTA PAULA","Ventura",NA
"Santa Paula","Ventura",NA
"Simi Valley","Ventura",NA
"SIMI VALLEY","Ventura",NA
"SImi Valley","Ventura",NA
"Semi Valley","Ventura",NA
"simi valley","Ventura",NA
"Simi VAlley","Ventura",NA
"Somis","Ventura",NA
"SOMIS","Ventura",NA
"Summerland","Santa Barbara",NA
"SANTA BARBARA","Santa Barbara",NA
"Santa Barbara, CA","Santa Barbara",NA
"santa barbara","Santa Barbara",NA
"Montecito","Santa Barbara",NA
"Goleta","Santa Barbara",NA
"Gaviota","Santa Barbara",NA
"Armona","Kings",NA
"Bodfish","Kern",NA
"CALIFORNIA HOT SPRINGS","Tulare",NA
"Springville","Tulare",NA
"Delano","Kern",NA
"DELANO","Kern",NA
"Earlimart","Tulare",NA
"Exeter","Tulare",NA
"Frazier Park","Kern",NA
"Pine Mountain Club","Kern",NA
"Farmersville","Tulare",NA
"Fazierpark","Kern",NA
"Fraiser Park","Kern",NA
"Glenville","Kern",NA
"Glennville","Kern",NA
"Goshen","Tulare",NA
"Handford","Kings",NA
"hanford","Kings",NA
"Ivanhoe","Tulare",NA
"Kernville","Kern",NA
"Lake Isabella","Kern",NA
"LAKE ISABELLA","Kern",NA
"Mt. Mesa","Kern",NA
"Lemon Cove","Tulare",NA
"LEMON COVE","Tulare",NA
"Lindsay","Tulare",NA
"LINDSAY","Tulare",NA
"ONYX","Kern",NA
"Onyx","Kern",NA
"Pixley","Tulare",NA
"Porterville","Tulare",NA
"PORTERVILLE","Tulare",NA
"porterville","Tulare",NA
"Richgrove","Tulare",NA
"SPRINGVILLE","Tulare",NA
"springville","Tulare",NA
"Strathmore","Tulare",NA
"STRATHMORE","Tulare",NA
"stathmore","Tulare",NA
"Terra Bella","Tulare",NA
"Terabela","Tulare",NA
"Three Rivers","Tulare",NA
"Tipton","Tulare",NA
"Tulare","Tulare",NA
"TULARE","Tulare",NA
"VISALIA","Tulare",NA
"Weldon","Kern",NA
"Wofford Heights","Kern",NA
"visalia","Tulare",NA
"Mojave","Kern",NA
"MOJAVE","Kern",NA
"California City","Kern",NA
"CALIFORNIA CITY","Kern",NA
"Calif City","Kern",NA
"Acton","Los Angeles",NA
"acton","Los Angeles",NA
"Benton","Mono",NA
"Big Pine","Inyo",NA
"Bishop","Mono",NA
"BISHOP","Inyo",NA
"Swall Meadows","Inyo",NA
"bishop","Mono",NA
"Boron","Kern",NA
"Bridgeport","Mono",NA
"Caliente","Kern",NA
"CALIENTE","Kern",NA
"Edwards","Kern",NA
"Inyokern","Kern",NA
"June Lake","Mono",NA
"Lake Hughes","Los Angeles",NA
"Lancaster","Los Angeles",NA
"Gorman","Kern",NA
"LANCASTER","Los Angeles",NA
"Lake Los Angeles","Los Angeles",NA
"Quartz Hill","Los Angeles",NA
"Quartz Hills","Los Angeles",NA
"Qrtz Hill","Los Angeles",NA
"Del Sur","Los Angeles",NA
"QUARTZ HILL","Los Angeles",NA
"Lee Vining","Mono",NA
"Littlerock","Los Angeles",NA
"LITTLEROCK","Los Angeles",NA
"Little Rock","Los Angeles",NA
"Juniper Hills","Los Angeles",NA
"Llano","Los Angeles",NA
"Crowley Lake","Mono",NA
"Mammoth Lakes","Mono",NA
"PALMDALE","Los Angeles",NA
"Palmdale","Los Angeles",NA
"Leona Valley","Los Angeles",NA
"Pearblossom","Los Angeles",NA
"Pearlblossom","Los Angeles",NA
"Ridgecrest","Kern",NA
"RIDGECREST","Kern",NA
"China Lake","Kern",NA
"ridgecrest","Kern",NA
"Rosamond","Kern",NA
"ROSEMOND","Kern",NA
"ROSAMOND","Kern",NA
"TEHACHAPI","Kern",NA
"Bear Valley Springs","Kern",NA
"Trona","San Bernardino",NA
"shaver lake","Fresno",NA
